ComplexID	ComplexName	Organism	Synonyms	Cell line	subunits(UniProt IDs)	subunits(Entrez IDs)	Protein complex purification method	GO ID	GO description	FunCat ID	FunCat description	subunits(Gene name)	Subunits comment	PubMed ID	Complex comment	Disease comment	SWISSPROT organism	subunits(Gene name syn)	subunits(Protein name)
2727	SRC-3 complex	Human	None	None	O14920;O15111;P10155;Q15596;Q92793;Q9Y6K9;Q9Y6Q9	3551;1147;6738;10499;1387;8517;8202	MI:0006- anti bait coimmunoprecipitation; MI:0071- molecular sieving; MI:0226- ion exchange chromatography	GO:0045893;GO:0006473;GO:0006476;GO:0007249;GO:0023052;GO:0006954;GO:0005634	positive regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;I-kappaB kinase/NF-kappaB signaling;signaling;inflammatory response;nucleus	11.02.03.04.01;14.07.04;30.01.05.01.04;30.01;36.25.16.07;70.10	transcription activation;modification by acetylation, deacetylation;NIK-I-kappaB/NF-kappaB cascade;cellular signalling;inflammatory response;nucleus	IKBKB;CHUK;TROVE2;NCOA2;CREBBP;IKBKG;NCOA3	None	11971985	SRC-3 enhances NF-kappaB-mediated gene expression in concert with IKK.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	IKKB;IKKA, TCF16;RO60 SSA2;BHLHE75 SRC2 TIF2;CBP;FIP3, NEMO;AIB1, BHLHE42, RAC3, TRAM1, ACTR	Inhibitor of nuclear factor kappa-B kinase subunit beta;Inhibitor of nuclear factor kappa-B kinase subunit alpha;60 kDa SS-A/Ro ribonucleoprotein ;Nuclear receptor coactivator 2 ;CREB-binding protein;NF-kappa-B essential modulator;Nuclear receptor coactivator 3
2728	SRC-1 complex	Human	None	None	P10155;Q15596;Q15788;Q92793	6738;10499;8648;1387	MI:0006- anti bait coimmunoprecipitation; MI:0071- molecular sieving; MI:0226- ion exchange chromatography	GO:0007249;GO:0023052;GO:0005634	I-kappaB kinase/NF-kappaB signaling;signaling;nucleus	30.01.05.01.04;30.01;70.10	NIK-I-kappaB/NF-kappaB cascade;cellular signalling;nucleus	TROVE2;NCOA2;NCOA1;CREBBP	None	11971985	None	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	RO60 SSA2;BHLHE75 SRC2 TIF2;BHLHE74, SRC1;CBP	60 kDa SS-A/Ro ribonucleoprotein ;Nuclear receptor coactivator 2 ;Nuclear receptor coactivator 1;CREB-binding protein
2730	Set1B complex	Human	None	kidney	P61964;Q15291;Q6UXN9;Q9P0U4;Q9UBL3;Q9UPS6	11091;5929;80335;30827;9070;23067	MI:0007-anti tag coimmunoprecipitation;MI:0029-cosedimentation through density gradients	GO:0006265;GO:0006349;GO:0018126;GO:0006479;GO:0003677;GO:0051276;GO:0005634	DNA topological change;regulation of gene expression by genetic imprinting;protein hydroxylation;protein methylation;DNA binding;chromosome organization;nucleus	10.01.09.05;10.01.09.07;14.07.09;16.03.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);DNA imprinting and other epigenetic effects;posttranslational modification of amino acids (e.g. hydroxylation, methylation);DNA binding;organization of chromosome structure;nucleus	WDR5;KDM6B;WDR82;CXXC1;ASH2L;SETD1B	None	17355966	The SET1B complex is a methyltransferase that produces trimethylated histone H3 at Lysine 4.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	BIG3;RBQ3;TMEM113, WDR82A;CFP1, CGBP, PCCX1, PHF18;ASH2L1;KIAA1076, KMT2G, SET1B	WD repeat-containing protein 5;Retinoblastoma-binding protein 5;WD repeat-containing protein 82;CXXC-type zinc finger protein 1;Set1/Ash2 histone methyltransferase complex subunit ASH2;Histone-lysine N-methyltransferase SETD1B
2731	Set1A complex	Human	SET1-CFP1 complex	kidney	O15047;P61964;Q15291;Q6UXN9;Q9P0U4;Q9UBL3	9739;11091;5929;80335;30827;9070	MI:0007-anti tag coimmunoprecipitation;MI:0029-cosedimentation through density gradients	GO:0006265;GO:0006349;GO:0018126;GO:0006479;GO:0003677;GO:0051276;GO:0005634	DNA topological change;regulation of gene expression by genetic imprinting;protein hydroxylation;protein methylation;DNA binding;chromosome organization;nucleus	10.01.09.05;10.01.09.07;14.07.09;16.03.01;42.10.03;70.10	DNA conformation modification (e.g. chromatin);DNA imprinting and other epigenetic effects;posttranslational modification of amino acids (e.g. hydroxylation, methylation);DNA binding;organization of chromosome structure;nucleus	SETD1A;WDR5;KDM6B;WDR82;CXXC1;ASH2L	None	17355966	The SET1A complex is a methyltransferase that produces mono-di- and trimethylated histone H3 at Lysine 4.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	KIAA0339, KMT2F, SET1, SET1A;BIG3;RBQ3;TMEM113, WDR82A;CFP1, CGBP, PCCX1, PHF18;ASH2L1	Histone-lysine N-methyltransferase SETD1A;WD repeat-containing protein 5;Retinoblastoma-binding protein 5;WD repeat-containing protein 82;CXXC-type zinc finger protein 1;Set1/Ash2 histone methyltransferase complex subunit ASH2
2734	APH1A-PSEN1-NCSTN complex	Human	None	brain	P49768;Q92542;Q96BI3	5663;23385;51107	MI:0007- anti tag coimmunoprecipitation;MI:0096- pull down	GO:0043161;GO:0006511;GO:0007219;GO:0005886	proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;Notch signaling pathway;plasma membrane	14.13.01.01;30.05.02.14;70.02	proteasomal degradation (ubiquitin/proteasomal pathway);Notch-receptor signalling pathway;eukaryotic plasma membrane / membrane attached	PSEN1;NCSTN;APH1A	None	12297508	Presenilin, nicastrin and mAPH1a are essential components of the gamma-secretase complex that is required for the intramembrane proteolysis of membrane proteins including the amyloid-beta precursor protein (APP) and Notch. The authors use the splice variant mAPH-1a-L for  experiments.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	AD3, PS1, PSNL1;KIAA0253;PSF	Presenilin-1;Nicastrin;Gamma-secretase subunit APH-1A
2735	APH1A-PSEN2-NCSTN complex	Human	None	None	P49810;Q92542;Q96BI3	5664;23385;51107	MI:0007- anti tag coimmunoprecipitation	GO:0043161;GO:0006511;GO:0007219	proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;Notch signaling pathway	14.13.01.01;30.05.02.14	proteasomal degradation (ubiquitin/proteasomal pathway);Notch-receptor signalling pathway	PSEN2;NCSTN;APH1A	None	12297508	Presenilin, nicastrin and mAPH1a are essential components of the gamma-secretase complex that is required for the intramembrane proteolysis of membrane proteins including the amyloid-beta precursor protein (APP) and Notch. The authors use the splice variant mAPH-1a-L for  experiments. In an additional pull down experiment the authors show the interaction of APH1B with presenilin 2.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	AD4, PS2, PSNL2, STM2;KIAA0253;PSF	Presenilin-2;Nicastrin;Gamma-secretase subunit APH-1A
2736	TROY-NGR-LINGO1 complex	Human	TROY-NgR1-LINGO1 complex	COS-7 cells	Q96FE5;Q9BZR6;Q9NS68	84894;65078;55504	MI:0019-coimmunoprecipitation	GO:0022008;GO:0048699;GO:0031175	neurogenesis;generation of neurons;neuron projection development	41.05.13	neurogenesis	LINGO1;RTN4R;TNFRSF19	None	15694322	The authors additionally analyzed interactions between TAJ-NgR1 and TAJ-LINGO-1. The authors show that TAJ/TROY (an orphan receptor in the TNF family), broadly expressed in postnatal and adult neurons, binds to NgR1 and can replace p75 in the p75/NgR1/LINGO-1 complex to activate RhoA in the presence of myelin inhibitors.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	LERN1, LRRN6A;NOGOR, NGR;TAJ, TROY	Leucine-rich repeat and immunoglobulin-like domain-containing nogo receptor-interacting protein 1;Reticulon-4 receptor;Tumor necrosis factor receptor superfamily member 19
2738	BLM complex II	Human	BLM-CII complex	None	P15927;P27694;P35244;P54132;Q13472;Q9H9A7	6118;6117;6119;641;7156;80010	MI:0006- anti bait coimmunoprecipitation	GO:0051276;GO:0006281;GO:0006974;GO:0005634	chromosome organization;DNA repair;cellular response to DNA damage stimulus;nucleus	42.10.03;10.01.05.01;32.01.09;70.10	organization of chromosome structure;DNA repair;DNA damage response;nucleus	RPA2;RPA1;RPA3;BLM;TOP3A;RMI1	Another subunit of the complex was found in the analysis, which has not been further characterized: BLAPp100.	12724401	None	BLM complex II is involved in Bloom syndrome (BS).	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	REPA2 RPA32 RPA34;REPA1 RPA70;REPA3 RPA14;RECQ2 RECQL3;TOP3;C9orf76	Replication protein A 32 kDa subunit;Replication protein A 70 kDa DNA-binding subunit;Replication protein A 14 kDa subunit;Bloom syndrome protein;DNA topoisomerase 3-alpha;RecQ-mediated genome instability protein 1
2739	FA complex (Fanconi anemia complex)	Human	None	None	O15287;O15360;P27694;P54132;Q00597;Q13472;Q8NB91;Q9H9A7;Q9HB96;Q9NPI8;Q9NW38	2189;2175;6117;641;2176;7156;2187;80010;2178;2188;55120	MI:0006-anti bait coimmunoprecipitation	GO:0016567;GO:0006974;GO:0005634	protein ubiquitination;cellular response to DNA damage stimulus;nucleus	14.07.05;32.01.09;70.10	modification by ubiquitination, deubiquitination;DNA damage response;nucleus	FANCG;FANCA;RPA1;BLM;FANCC;TOP3A;FANCB;RMI1;FANCE;FANCF;FANCL	None	12724401	The FA complex contains several other proteins of unknown function, called FAAPs.	FA complex is involved in Fanconi anemia (FA) disease.	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	XRCC9;FAA FACA FANCH;REPA1 RPA70;RECQ2 RECQL3;FAC FACC;TOP3;None;C9orf76;FACE;None;PHF9	Fanconi anemia group G protein;Fanconi anemia group A protein;Replication protein A 70 kDa DNA-binding subunit;Bloom syndrome protein;Fanconi anemia group C protein;DNA topoisomerase 3-alpha;Fanconi anemia group B protein;RecQ-mediated genome instability protein 1;Fanconi anemia group E protein;Fanconi anemia group F protein;E3 ubiquitin-protein ligase FANCL
2740	MSH2-MSH6 complex	Human	MutS-alpha complex	None	P43246;P52701	4436;2956	MI:0019-coimmunoprecipitation	GO:0006281;GO:0006974;GO:0005634	DNA repair;cellular response to DNA damage stimulus;nucleus	10.01.05.01;32.01.09;70.10	DNA repair;DNA damage response;nucleus	MSH2;MSH6	None	7604264	The mismatch DNA repair complex hMSH2-MSH6, regulates BLM helicase activity.	None	Homo sapiens (Human);Homo sapiens (Human)	None;GTBP	DNA mismatch repair protein Msh2;DNA mismatch repair protein Msh6
2743	TRAF6-MALT1 complex	Human	None	lymphocyte	Q9UDY8;Q9Y4K3	10892;7189	MI:0019-coimmunoprecipitation	GO:0043085;GO:0008047	positive regulation of catalytic activity;enzyme activator activity	18.02.01.01	enzyme activator	MALT1;TRAF6	None	15125833	The CARD domain protein BCL10 and paracaspase MALT1 are essential for the activation of IkappaB kinase (IKK) and NF-kappaB in response to T cell receptor (TCR) stimulation. TRAF6 ubiquitin ligase and TAK1 protein kinase mediate IKK activation by BCL10 and MALT1. MALT1 binds to TRAF6 through the C-terminal binding sites and induces the oligomerization of TRAF6 to activate IKK.	None	Homo sapiens (Human);Homo sapiens (Human)	MLT;RNF85	Mucosa-associated lymphoid tissue lymphoma translocation protein 1;TNF receptor-associated factor 6
2744	TRAF2-MALT1 complex	Human	None	lymphocyte	Q12933;Q9UDY8	7186;10892	MI:0019-coimmunoprecipitation	GO:0043085;GO:0008047	positive regulation of catalytic activity;enzyme activator activity	18.02.01.01	enzyme activator	TRAF2;MALT1	None	15125833	None	None	Homo sapiens (Human);Homo sapiens (Human)	TRAP3;MLT	TNF receptor-associated factor 2;Mucosa-associated lymphoid tissue lymphoma translocation protein 1
2745	Ubiquitin E3 ligase (TRAF6, TAB2, MALT1, UEV1A, BCL10)	Human	None	lymphocyte	O95999;Q13404;Q9NYJ8;Q9UDY8;Q9Y4K3	8915;None;23118;10892;7189	MI:0019-coimmunoprecipitation	GO:0016567;GO:0043085;GO:0008047;GO:0006511	protein ubiquitination;positive regulation of catalytic activity;enzyme activator activity;ubiquitin-dependent protein catabolic process	14.07.05;18.02.01.01;14.13.01.01	modification by ubiquitination, deubiquitination;enzyme activator;proteasomal degradation (ubiquitin/proteasomal pathway)	BCL10;UBE2V1;TAB2;MALT1;TRAF6	None	15125833	The TRAF6 ubiquitin ligase and TAK1 kinase mediate IkappaB kinase (IKK) activation by BCL10 and MALT1 in T lymphocytes. NF-kappaB is a ubiquitous transcription factor that plays a central role in many biological processes including innate and adaptive immunity. NF-kappaB is regulated primarily through its association with an inhibitory protein of the IkappaB family, which binds to and retains NF-kappaB in the cytoplasm.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	CIPER, CLAP;CROC1 UBE2V UEV1;KIAA0733, MAP3K7IP2;MLT;RNF85	B-cell lymphoma/leukemia 10;Ubiquitin-conjugating enzyme E2 variant 1;TGF-beta-activated kinase 1 and MAP3K7-binding protein 2;Mucosa-associated lymphoid tissue lymphoma translocation protein 1;TNF receptor-associated factor 6
2749	SETDB1-containing HMTase complex	Human	ESET-SETDB1 complex	None	Q15047;Q6VMQ6	9869;55729	MI:0006- anti bait coimmunoprecipitation; MI:0071- molecular sieving; MI:0226- ion exchange chromatography	GO:0006265;GO:0045892;GO:0032774;GO:0018126;GO:0006479;GO:0051276;GO:0005634	DNA topological change;negative regulation of transcription, DNA-templated;RNA biosynthetic process;protein hydroxylation;protein methylation;chromosome organization;nucleus	10.01.09.05;11.02.03.04.03;11.02;14.07.09;42.10.03;70.10	DNA conformation modification (e.g. chromatin);transcription repression;RNA synthesis;posttranslational modification of amino acids (e.g. hydroxylation, methylation);organization of chromosome structure;nucleus	SETDB1;ATF7IP	None	14536086	ATF7IP stimulates the HMTase activity of ESET (SETDB1) through facilitating the ESET-dependent conversion of dimethyl H3-K9 to the trimethyl state.	None	Homo sapiens (Human);Homo sapiens (Human)	KIAA0067 KMT1E;MCAF MCAF1	Histone-lysine N-methyltransferase SETDB1;Activating transcription factor 7-interacting protein 1
2752	CARMA1-BCL10-MALT1 complex	Human	None	None	O95999;Q9BXL7;Q9UDY8	8915;84433;10892	MI:0019- coimmunoprecipitation	GO:0007249;GO:0005886	I-kappaB kinase/NF-kappaB signaling;plasma membrane	30.01.05.01.04;70.02	NIK-I-kappaB/NF-kappaB cascade;eukaryotic plasma membrane / membrane attached	BCL10;CARD11;MALT1	None	17478723	The multiprotein complex consisting of the membrane-associated adapter protein CARMA1, the caspase-like protein MALT1, and the adapter protein BCL-10 is critical for TCR-dependent activation of the I{kappa}B kinase complex and subsequent NF-{kappa}B nuclear translocation.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	CIPER, CLAP;CARMA1;MLT	B-cell lymphoma/leukemia 10;Caspase recruitment domain-containing protein 11 ;Mucosa-associated lymphoid tissue lymphoma translocation protein 1
2753	FYB-CARMA1-BCL-10-MALT1 complex	Human	None	None	O15117;O95999;Q9BXL7;Q9UDY8	2533;8915;84433;10892	MI:0019- coimmunoprecipitation	GO:0007249;GO:0005886	I-kappaB kinase/NF-kappaB signaling;plasma membrane	30.01.05.01.04;70.02	NIK-I-kappaB/NF-kappaB cascade;eukaryotic plasma membrane / membrane attached	FYB;BCL10;CARD11;MALT1	None	17478723	FYB (ADAP) was found to be an integral part of the multiprotein complex consisting of the membrane-associated adapter protein CARMA1, the caspase-like protein MALT1, and the adapter protein BCL-10, which is critical for TCR-dependent activation of the I{kappa}B kinase complex and subsequent NF-{kappa}B nuclear translocation.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	SLAP130;CIPER, CLAP;CARMA1;MLT	FYN-binding protein ;B-cell lymphoma/leukemia 10;Caspase recruitment domain-containing protein 11 ;Mucosa-associated lymphoid tissue lymphoma translocation protein 1
2754	JUND-FOSB-SMAD3-SMAD4 complex	Human	TRE binding complex	None	P17535;P53539;P84022;Q13485	3727;2354;4088;4089	MI:0412- electrophoretic mobility supershift assay	GO:2001141;GO:0006355;GO:0007167;GO:0006915;GO:0005634	regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;enzyme linked receptor protein signaling pathway;apoptotic process;nucleus	11.02.03.04;30.05.01;40.10.02;70.10	transcriptional control;receptor enzyme mediated signalling;apoptosis (type I programmed cell death);nucleus	JUND;FOSB;SMAD3;SMAD4	None	10942775	The authors found that only JunD and FosB, but not the other components of the AP-1 complex, are markedly induced during TGF-beta 1-dependent apoptosis. FosB enhanced Smad3\u00b7Smad4-dependent transcription, and its dominant-negative form blocked TGF-beta 1-dependent apoptosis but not growth inhibition. These results suggest that JunD\u00b7FosB activates transcription of a putative target gene for TGF-beta 1, which is responsible for apoptosis.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	None;G0S3;MADH3;DPC4 MADH4	Transcription factor jun-D;Protein fosB ;Mothers against decapentaplegic homolog 3;Mothers against decapentaplegic homolog 4
2755	17S U2 snRNP	Human	None	None	O15042;O43143;O75533;O75937;O75940;P08579;P09661;P10809;P14678;P26368;P62304;P62306;P62308;P62314;P62316;P62318;Q01081;Q07955;Q12874;Q12931;Q13435;Q15393;Q15427;Q15428;Q15459;Q7L014;Q7RTV0;Q8IWX8;Q96I25;Q9BWJ5;Q9P0W2;Q9UHX1;Q9Y3B4	23350;1665;23451;22826;10285;6629;6627;3329;6628;11338;6635;6636;6637;6632;6633;6634;7307;6426;10946;10131;10992;23450;10262;8175;10291;9879;84844;10523;84991;83443;10362;22827;51639	MI:0019- coimmunoprecipitation	GO:0008380;GO:0005634	RNA splicing;nucleus	11.04.03.01;70.10	splicing;nucleus	U2SURP;DHX15;SF3B1;DNAJC8;SMNDC1;SNRPB2;SNRPA1;HSPD1;SNRPB;U2AF2;SNRPE;SNRPF;SNRPG;SNRPD1;SNRPD2;SNRPD3;U2AF1;SRSF1;SF3A3;TRAP1;SF3B2;SF3B3;SF3B4;SF3A2;SF3A1;DDX46;PHF5A;CHERP;RBM17;SF3B5;HMG20B;PUF60;SF3B6	None	12234937	Spliceosome assembly is initiated by the interaction of the U1 snRNP with the 5' splice site, forming the E complex. The latter also contains the 17S U2 snRNP, which at this stage associates via a non-base pairing interaction. In a subsequent ATP-dependent step, the U2 snRNA base pairs with the branch site of the pre-mRNA leading to stable association of the U2 snRNP and formation of the so-called A complex or prespliceosome.	None	Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human);Homo sapiens (Human)	KIAA0332 SR140;DBP1 DDX15;SAP155;SPF31;SMNR SPF30;None;;HSP60;COD SNRPB1;U2AF65;None;PBSCF;PBSCG;None;SNRPD1;None;U2AF35 U2AFBP;ASF SF2 SF2P33 SFRS1;SAP61;HSP75;SAP145;KIAA0017 SAP130;SAP49;SAP62;SAP114;KIAA0801;;DAN26 SCAF6;SPF45;SF3B10;BRAF35 HMGX2 HMGXB2 SMARCE1R;FIR ROBPI SIAHBP1;SAP14 SF3B14 SF3B14A	U2 snRNP-associated SURP motif-containing protein ;Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15;Splicing factor 3B subunit 1 ;DnaJ homolog subfamily C member 8 ;Survival of motor neuron-related-splicing factor 30 ;U2 small nuclear ribonucleoprotein B'';U2 small nuclear ribonucleoprotein A' ;60 kDa heat shock protein, mitochondrial;Small nuclear ribonucleoprotein-associated proteins B and B';Splicing factor U2AF 65 kDa subunit ;Small nuclear ribonucleoprotein E;Small nuclear ribonucleoprotein F;Small nuclear ribonucleoprotein G;Small nuclear ribonucleoprotein Sm D1;Small nuclear ribonucleoprotein Sm D2;Small nuclear ribonucleoprotein Sm D3;Splicing factor U2AF 35 kDa subunit ;Serine/arginine-rich splicing factor 1 ;Splicing factor 3A subunit 3 ;Heat shock protein 75 kDa, mitochondrial ;Splicing factor 3B subunit 2 ;Splicing factor 3B subunit 3;Splicing factor 3B subunit 4 ;Splicing factor 3A subunit 2 ;Splicing factor 3A subunit 1;Probable ATP-dependent RNA helicase DDX46 ;PHD finger-like domain-containing protein 5A ;Calcium homeostasis endoplasmic reticulum protein ;Splicing factor 45 ;Splicing factor 3B subunit 5 ;SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related;Poly;Splicing factor 3B subunit 6
